,Page_No.,Type_of_property,Place,Property_Name,Price_in_lakhs,Min_Area(sft),Max_Area(sft),Posted_Date,Posted_By,BHK,Baths
602,25,Independent House,Almas guda,Almasguda,93.0,1800 ,1800 ,2021-07-17,Dealer,3 ,3 
603,25,Residential land / Plot,Choutuppal,,32.0,1800 ,1800 ,2021-06-20,Dealer,0,0
604,25,Residential Apartment,Kollur,Anvita Sky Garden,70.0,1560 ,1560 ,2021-08-01,Dealer,3 ,3 
605,25,Residential Apartment,Manikonda,Puppalguda,116.0,1730 ,1730 ,2021-07-18,Dealer,3 ,3 
606,25,Independent House,Patancheru,Krushi Defence Colony,130.0,1800 ,1800 ,2021-08-04,Dealer,3 ,3 
607,25,Independent House,Kollur,,235.0,2750 ,2750 ,2021-08-07,Dealer,4 ,4 
608,25,Residential land / Plot,Tukkuguda,Bhashyam Premium County,31.4,1350 ,1350 ,2021-07-14,Dealer,0,0
609,25,Residential land / Plot,Bibinagar,Visishta Aspire,33.0,2700 ,2700 ,2021-06-28,Dealer,0,0
610,25,Residential land / Plot,Bibinagar,Visishta Aspire,22.0,1800 ,1800 ,2021-06-28,Dealer,0,0
611,25,Residential land / Plot,Bramhanapally,"Visishta Enclave,Bibinagar",9.9,1620 ,1620 ,2021-06-24,Dealer,0,0
612,25,Residential land / Plot,Annamptla,Visishta Aspire,30.8,2520 ,2520 ,2021-06-24,Dealer,0,0
613,25,Residential land / Plot,Bibinagar,Gems Park,27.45,1647 ,1647 ,2021-06-24,Dealer,0,0
614,25,Residential land / Plot,narayankhed,chandana gardens,3.5,5445 ,5445 ,2021-07-28,Dealer,0,0
615,25,Independent House,Velimela,Kollur,321.0,5500 ,5500 ,2021-07-15,Dealer,4 ,4 
616,25,Residential Apartment,Peerzadiguda,SSV Krishna Heights,53.55,1190 ,1190 ,2021-07-13,Dealer,2 ,2 
617,25,Residential Apartment,Attapur,A Residency,125.0,1700 ,1700 ,2021-07-12,Dealer,3 ,3 
618,25,Independent House,Kismathpur,Vaishnavi Triumph Villas,370.0,3661 ,3661 ,2021-07-14,Dealer,4 ,5 
619,25,Residential land / Plot,"Maheswarm,Tukkuguda",Asritha Group,30.6,1530 ,1530 ,2021-08-08,Dealer,0,0
620,25,Residential land / Plot,Yadagirigutta,Visishta Yadadri Meadows,25.0,1800 ,1800 ,2021-06-29,Dealer,0,0
621,25,Residential Apartment,Kollur,Aaditris Empire,50.0,1250 ,1250 ,2021-08-07,Dealer,2 ,2 
622,25,Residential land / Plot,Medchal,,79.8,2394 ,2394 ,2021-07-23,Dealer,0,0
623,25,Residential Apartment,Puppalaguda,My Home Avatar,175.0,1834 ,1834 ,2021-08-06,Dealer,3 ,3 
624,25,Residential land / Plot,Tukkuguda,,0.0,1800 ,1800 ,2021-07-28,Dealer,0,0
625,26,Residential Apartment,Narsingi,Theme Fort View,71.1,955,1580 ,2021-07-16,Builder,2 ,2 
626,26,Residential Apartment,Hi-Tech City,"SUMADHURA ACROPOLIS, NANAKRAMGUDA, HYDERABAD",149.0,1745 ,1745 ,2021-07-19,Dealer,3 ,3 
627,26,,Mominpet,,14.46,4338 ,4338 ,2021-08-02,Dealer,0,0
628,26,,Sadashivpet,,30.0,6300 ,6300 ,,Dealer,0,0
629,26,,NAWABPET,,60.0,12600 ,12600 ,,Dealer,0,0
630,26,Independent House,Gandipet,,0.0,9000 ,9000 ,2021-08-03,Dealer,5 ,6 
631,26,Residential Apartment,Manchirevulu,"In The Woods, NSR",52.0,1300 ,1300 ,2021-07-08,Dealer,2 ,2 
632,26,Independent House,Mokila,On Request,390.0,400 ,400 ,2021-07-20,Dealer,3 ,4 
633,26,Independent House,Kokapet,Legend Chimes,0.0,4000 ,4000 ,2021-06-15,Dealer,5 ,4 
634,26,Residential Apartment,Narsingi,Hallmark Vicinia,95.0,1280 ,1280 ,2021-08-06,Dealer,2 ,2 
635,26,Residential Apartment,Bachupally,Ready To Move HMDA Flats,72.0,1602 ,1602 ,2021-08-02,Dealer,2 ,2 
636,26,Residential land / Plot,Rudraram,,30.02,1422 ,1422 ,2021-08-05,Dealer,0,0
637,26,Residential land / Plot,Malkapur,,0.0,1800 ,1800 ,2021-07-28,Dealer,0,0
638,26,Residential Apartment,Narsingi,SRIAS Downtown,182.0,2690 ,2690 ,2021-07-22,Dealer,3 ,3 
639,26,Residential Apartment,Kandlakoya,Sahiti,34.0,1290 ,1290 ,2021-07-20,Dealer,2 ,2 
640,26,Residential Apartment,Kompally,BK infra,51.75,1150 ,1150 ,2021-07-10,Dealer,2 ,2 
641,26,Residential land / Plot,"Beside Warangal Highway, Bhongir","Pragna Hill County, Bhongir",23.4,1620 ,1620 ,2021-06-23,Dealer,0,0
642,26,Residential land / Plot,Yacharam,Samooha Golden Gate Township,14.64,1647 ,1647 ,2021-06-30,Dealer,0,0
643,26,Residential land / Plot,Tukkuguda,,22.5,1350 ,1350 ,2021-07-22,Dealer,0,0
644,26,Residential land / Plot,Tukkuguda,,19.5,2340 ,2340 ,2021-07-16,Dealer,0,0
645,26,Residential land / Plot,Rudraram,HMDA Plots,40.66,1926 ,1926 ,2021-06-30,Dealer,0,0
646,26,Residential Apartment,Attapur Ring Road,ksrheights,71.85,1283 ,1283 ,2021-06-28,Dealer,2 ,2 
647,26,Independent House,Srisailam Highway,,75.0,2403 ,2403 ,2021-06-28,Dealer,2 ,2 
648,26,Residential Apartment,Langer House,ksrheights,71.85,1283 ,1283 ,2021-06-28,Dealer,2 ,2 
649,26,Residential Apartment,Gumma Konda Colony,ksrheights,68.88,1230 ,1230 ,2021-06-28,Dealer,2 ,2 
650,27,Residential Apartment,Attapur Ring Road,ksrheights,68.88,1230 ,1230 ,2021-06-28,Dealer,2 ,2 
651,27,Residential Apartment,Appa Junction,ksrheights,68.88,1230 ,1230 ,2021-06-28,Dealer,2 ,2 
652,27,Residential Apartment,Peeramcheru,ksrheights,71.69,1280 ,1280 ,2021-06-28,Dealer,2 ,2 
653,27,Residential Apartment,Attapur Ring Road,ksrheights,71.68,1280 ,1280 ,2021-06-28,Dealer,2 ,2 
654,27,Independent House,Srisailam Highway,,95.0,2403 ,2403 ,2021-06-28,Dealer,2 ,2 
655,27,Residential Apartment,pedda golconda,SREE GRUHA,34.5,1150 ,1150 ,2021-06-28,Dealer,2 ,2 
656,27,Residential Apartment,Kongarakalan,SREE GRUHA,43.5,1450 ,1450 ,2021-06-28,Dealer,3 ,3 
657,27,Residential land / Plot,Sangareddy,,0.0,1800 ,1800 ,2021-06-28,Dealer,0,0
658,27,Residential Apartment,Hafeezpet,Sri Sairam Towers,157.0,2450 ,2450 ,2021-07-29,Dealer,3 ,3 
659,27,Residential Apartment,Gachibowli,Aliens Space Station,87.0,1569 ,1569 ,2021-08-05,Dealer,3 ,3 
660,27,Residential land / Plot,Yacharam,,14.02,1485 ,1485 ,2021-08-03,Dealer,0,0
661,27,Residential land / Plot,Adibatla,YBR Infras Ashraya Enclave,43.2,2160 ,2160 ,2021-08-02,Dealer,0,0
662,27,Residential land / Plot,Kothur,,15.75,2178 ,2178 ,2021-08-01,Dealer,0,0
663,27,Residential land / Plot,Ibrahimpatnam,nirvana country IBRAHIMPATNM ,26.4,1485 ,1485 ,2021-07-30,Dealer,0,0
664,27,Residential land / Plot,Yadagirigutta,,16.0,1800 ,1800 ,2021-07-01,Dealer,0,0
665,27,Residential Apartment,Goutami Enclave,Aparna heights 1,125.0,1500 ,1500 ,2021-08-03,Dealer,3 ,3 
666,27,Residential land / Plot,Yacharam,,0.0,1800 ,1800 ,,Dealer,0,0
667,27,Residential land / Plot,Adibatla,,0.0,1800 ,1800 ,,Dealer,0,0
668,27,Residential land / Plot,Ibrahimpatnam,,0.0,1800 ,1800 ,,Dealer,0,0
669,27,Residential Apartment,Patancheru,Ramky One Symphony,54.0,1065 ,1065 ,2021-07-31,Dealer,2 ,2 
670,27,Residential Apartment,Manchirevulu,"In the Woods, NSR",63.99,1600 ,1600 ,2021-07-08,Dealer,3 ,3 
671,27,Residential Apartment,Manikonda,nul,125.0,1870 ,1870 ,2021-07-15,Dealer,3 ,3 
672,27,Independent House,Kollur,villa,265.0,2700 ,2700 ,2021-07-24,Owner,3 ,3 
673,27,Residential Apartment,Kokapet,Prestige Tranquil,149.0,2048 ,2048 ,2021-07-08,Dealer,3 ,3 
674,27,Residential Apartment,Tellapur,Tripuras Green Alpha,91.33,1485,2030 ,2021-07-23,Dealer,3 ,3 
675,28,Independent House,Kompally,,0.0,4100 ,4100 ,2021-08-02,Dealer,2 ,2 
676,28,Residential land / Plot,Kothur,JAYA GROUP,10.5,150 ,150 ,2021-08-05,Dealer,0,0
677,28,Residential Apartment,Nizampet,kowsalya manidweepam,93.48,1700 ,1700 ,2021-08-05,Dealer,3 ,3 
678,28,Residential land / Plot,Maheshwaram, Cyber Greens,36.82,2367 ,2367 ,2021-07-13,Dealer,0,0
679,28,Residential Apartment,"Prestige High fields, Gachibowli",Prestige High Fields,190.0,1993 ,1993 ,2021-07-14,Dealer,3 ,3 
680,28,Residential land / Plot,Mamidipally,,110.0,732 ,732 ,2021-08-03,Dealer,0,0
681,28,Residential land / Plot,Bibinagar,Visishta Aspire,16.5,1350 ,1350 ,2021-06-29,Dealer,0,0
682,28,Residential land / Plot,Maheshwaram,,25.0,1900 ,1900 ,2021-06-29,Dealer,0,0
683,28,,Mominpet,,18.05,5418 ,5418 ,2021-08-02,Dealer,0,0
684,28,,Mominpet,,18.14,5445 ,5445 ,2021-08-02,Dealer,0,0
685,28,,Mominpet,,14.13,4239 ,4239 ,2021-08-02,Dealer,0,0
686,28,,Mominpet,,14.19,4257 ,4257 ,2021-08-02,Dealer,0,0
687,28,,Mominpet,,14.22,4266 ,4266 ,2021-08-02,Dealer,0,0
688,28,,Mominpet,,14.28,4284 ,4284 ,2021-08-02,Dealer,0,0
689,28,,Mominpet,,14.31,4293 ,4293 ,2021-08-02,Dealer,0,0
690,28,,Mominpet,,14.34,4302 ,4302 ,2021-08-02,Dealer,0,0
691,28,,Mominpet,,14.37,4311 ,4311 ,2021-08-02,Dealer,0,0
692,28,,Mominpet,,14.43,4329 ,4329 ,2021-08-02,Dealer,0,0
693,28,,Mominpet,,14.61,4401 ,4401 ,2021-08-02,Dealer,0,0
694,28,,Mominpet,,14.64,4392 ,4392 ,2021-08-02,Dealer,0,0
695,28,,Mominpet,,14.61,4383 ,4383 ,2021-08-02,Dealer,0,0
696,28,,Mominpet,,14.58,4374 ,4374 ,2021-08-02,Dealer,0,0
697,28,,Mominpet,,14.55,4365 ,4365 ,2021-08-02,Dealer,0,0
698,28,,Mominpet,,14.52,4356 ,4356 ,2021-08-02,Dealer,0,0
699,28,,Mominpet,,14.51,4356 ,4356 ,2021-08-02,Dealer,0,0
700,29,Independent House,Miyapur,Acumen Rajeswari,370.0,2700 ,2700 ,2021-07-29,Dealer,4 ,4 
701,29,Residential Apartment,Gachibowli,Patel Smondo,110.0,1435 ,1435 ,2021-07-31,Dealer,3 ,3 
702,29,,Mominpet,,17.49,2421 ,2421 ,2021-07-19,Dealer,0,0
703,29,,Mominpet,,17.42,2412 ,2412 ,2021-07-19,Dealer,0,0
704,29,,Mominpet,,13.39,1854 ,1854 ,2021-07-19,Dealer,0,0
705,29,,Mominpet,,13.32,1845 ,1845 ,2021-07-19,Dealer,0,0
706,29,,Mominpet,,13.26,1836 ,1836 ,2021-07-19,Dealer,0,0
707,29,,Mominpet,,13.19,1827 ,1827 ,2021-07-19,Dealer,0,0
708,29,,Mominpet,,13.06,1809 ,1809 ,2021-07-19,Dealer,0,0
709,29,,Mominpet,,10.47,1449 ,1449 ,2021-07-19,Dealer,0,0
710,29,,Mominpet,,10.53,1458 ,1458 ,2021-07-19,Dealer,0,0
711,29,,Mominpet,,10.73,1485 ,1485 ,2021-07-19,Dealer,0,0
712,29,,Mominpet,,10.98,1521 ,1521 ,2021-07-19,Dealer,0,0
713,29,,Mominpet,,10.92,1512 ,1512 ,2021-07-19,Dealer,0,0
714,29,,Mominpet,,13.0,1503 ,1503 ,2021-07-19,Dealer,0,0
715,29,,Mominpet,,9.94,1377 ,1377 ,2021-07-19,Dealer,0,0
716,29,,Mominpet,,10.2,1413 ,1413 ,2021-07-19,Dealer,0,0
717,29,,Mominpet,,10.27,1422 ,1422 ,2021-07-19,Dealer,0,0
718,29,,Mominpet,,9.75,1350 ,1350 ,2021-07-19,Dealer,0,0
719,29,,Mominpet,,15.0,3204 ,3204 ,2021-07-19,Dealer,0,0
720,29,,Mominpet,,60.0,3186 ,3186 ,2021-07-19,Dealer,0,0
721,29,,Mominpet,,15.0,3168 ,3168 ,2021-07-19,Dealer,0,0
722,29,,Mominpet,,15.0,3159 ,3159 ,2021-07-19,Dealer,0,0
723,29,,Mominpet,,15.0,3150 ,3150 ,2021-07-19,Dealer,0,0
724,29,,Mominpet,,30.0,6327 ,6327 ,2021-07-19,Dealer,0,0
725,30,,Mominpet,,30.0,6318 ,6318 ,2021-07-19,Dealer,0,0
726,30,,Mominpet,,30.0,6309 ,6309 ,2021-07-19,Dealer,0,0
727,30,,Mominpet,,60.0,12654 ,12654 ,2021-07-19,Dealer,0,0
728,30,,Mominpet,,60.0,12645 ,12645 ,2021-07-19,Dealer,0,0
729,30,,Mominpet,,60.0,12618 ,12618 ,2021-07-19,Dealer,0,0
730,30,,Mominpet,,60.0,12609 ,12609 ,2021-07-19,Dealer,0,0
731,30,,Mominpet,,13.0,1800 ,1800 ,2021-07-05,Dealer,0,0
732,30,Residential land / Plot,Tukkuguda,,60.0,3600 ,3600 ,2021-08-06,Dealer,0,0
733,30,Residential land / Plot,Shad nagar,,26.0,1800 ,1800 ,2021-07-28,Dealer,0,0
734,30,Residential Apartment,Masjid Banda,Ayyanna Prestige,170.0,1809 ,1809 ,2021-07-17,Dealer,3 ,3 
735,30,Residential land / Plot,Yacharam,New Project Golden Gate,15.2,1440 ,1440 ,2021-07-13,Dealer,0,0
736,30,Independent House,Gachibowli,IVR Hill Ridge Villas,0.0,4438 ,4438 ,2021-08-01,Dealer,5 ,5 
737,30,Residential land / Plot,Tukkuguda,Shamshabad,64.08,2403 ,2403 ,2021-08-03,Dealer,0,0
738,30,Residential land / Plot,Bibinagar,Visishta Enclave,11.0,1800 ,1800 ,2021-06-28,Dealer,0,0
739,30,Residential land / Plot,Mominpet,,15.0,350 ,350 ,2021-08-05,Dealer,0,0
740,30,Residential land / Plot,Shad nagar,,70.0,1400 ,1400 ,2021-08-02,Dealer,0,0
741,30,,Kukatpally,,380.0,5000 ,5000 ,2021-07-12,Dealer,4 ,4 
742,30,Residential land / Plot,Bibinagar,,36.0,2160 ,2160 ,2021-06-28,Dealer,0,0
743,30,Residential land / Plot,cheemalakondur,Visishta Gardens,5.45,1089 ,1089 ,2021-06-24,Dealer,0,0
744,30,Residential land / Plot,Annampatla,Visishta Apire,27.5,2250 ,2250 ,2021-06-24,Dealer,0,0
745,30,Residential land / Plot,Bramhanapally,"Visishta Enclave,Bibinagar",5.5,900 ,900 ,2021-06-24,Dealer,0,0
746,30,Residential land / Plot,Annampatla,Visishta Aspire,11.0,900 ,900 ,2021-06-24,Dealer,0,0
747,30,Residential land / Plot,Tukkuguda,Bhashyam Premium County,25.05,167 ,167 ,2021-08-03,Dealer,0,0
748,30,Independent House,KPHB,,0.0,1800 ,1800 ,2021-07-31,Dealer,4 ,5 
749,30,Residential Apartment,Pocharam,b k infra,40.25,1150 ,1150 ,2021-07-03,Dealer,2 ,2 
750,31,Independent House,Kongarakalan,,95.0,2403 ,2403 ,2021-06-28,Dealer,4 ,4 
751,31,Residential Apartment,Kongarakalan,SREE GRUHA,34.5,1150 ,1150 ,2021-06-28,Dealer,2 ,2 
752,31,Residential land / Plot,Yadagiri Gutta At Rayagiri,,12.0,1350 ,1350 ,2021-06-25,Dealer,0,0
753,31,Residential Apartment,OU Colony,on request,71.68,1280 ,1280 ,2021-07-26,Dealer,2 ,2 
754,31,Residential Apartment,Chaitanya Vilas Colony,ksrheights,71.69,1280 ,1280 ,2021-06-28,Dealer,2 ,2 
755,31,Residential Apartment,Tejaswi Nagar,ksrheights,68.88,1230 ,1230 ,2021-06-28,Dealer,2 ,2 
756,31,Residential Apartment,Kantha Reddy Nagar,ksrheights,71.68,1280 ,1280 ,2021-06-28,Dealer,2 ,2 
757,31,Independent House,Kollur,Preston Anvitas Amari,450.0,350 ,350 ,2021-08-03,Dealer,3 ,4 
758,31,Residential land / Plot,Srisailam Highway,Samooha Golden Gate ,17.39,1647 ,1647 ,2021-07-18,Dealer,0,0
759,31,Residential land / Plot,Yacharam,Hyderabad Pharma City,19.0,1800 ,1800 ,2021-07-16,Dealer,0,0
760,31,Residential Apartment,Kondapur,Sri Pooja homes,95.0,1470 ,1470 ,2021-07-22,Dealer,3 ,3 
761,31,Independent House,Narsingi,Vessella Meadows,520.0,2772 ,2772 ,2021-06-27,Dealer,4 ,4 
762,31,Residential Apartment,Radha Krishna Nagar,ksrheights,71.68,1280 ,1280 ,2021-06-28,Dealer,2 ,2 
763,31,Residential Apartment,Adibatla,SREE GRUHA,43.5,1450 ,1450 ,2021-06-28,Dealer,3 ,3 
764,31,Residential land / Plot,Vikarabad,,42.0,5445 ,5445 ,2021-07-12,Dealer,0,0
765,31,Residential Apartment,Kondapur,KOndap-ur county,168.0,2259 ,2259 ,2021-07-12,Dealer,3 ,3 
766,31,Independent House,Osman Nagar,Vision Infiniti Homes,0.0,3500 ,3500 ,2021-08-03,Dealer,4 ,5 
767,31,Residential land / Plot,gandi maisamma,,208.0,7434 ,7434 ,2021-07-08,Dealer,0,0
768,31,Residential land / Plot,Warangal highway,,30.0,1800 ,1800 ,2021-07-28,Dealer,0,0
769,31,Residential land / Plot,Warangal highway,,22.05,147 ,147 ,2021-07-24,Dealer,0,0
770,31,Residential Apartment,Kompally,Luxury Apartments Flats Kompally,47.45,1825 ,1825 ,2021-07-12,Dealer,3 ,3 
771,31,Independent House,Thimmapur,,75.0,2403 ,2403 ,2021-06-28,Dealer,2 ,2 
772,31,Residential land / Plot,Adibatla,,26.4,165 ,165 ,2021-08-08,Dealer,0,0
773,31,Residential Apartment,Sun City,on request,68.88,1230 ,1230 ,2021-07-26,Dealer,2 ,2 
774,31,Residential land / Plot,Adibatla,,33.1,1737 ,1737 ,2021-08-06,Dealer,0,0
775,32,Residential land / Plot,Mokila,,150.0,2700 ,2700 ,2021-08-02,Dealer,0,0
776,32,Residential Apartment,Kondapur,Rolling Meadows,90.0,1450 ,1450 ,2021-07-29,Dealer,3 ,3 
777,32,Residential Apartment,Raghavendra Colony,Rolling Meadows,90.0,1450 ,1450 ,2021-07-29,Dealer,3 ,3 
778,32,Residential Apartment,Kondapur,Pooja Homes,98.0,1530 ,1530 ,2021-07-28,Dealer,3 ,3 
779,32,Residential land / Plot,vanasthalipuram near pedha amberpet,,33.2,166 ,166 ,2021-06-18,Dealer,0,0
780,32,Residential land / Plot,Gachibowli,Gooncha Hills,0.0,11664 ,11664 ,2021-07-19,Dealer,0,0
781,32,Independent House,Srisailam Highway,,75.0,2403 ,2403 ,2021-06-28,Dealer,2 ,2 
782,32,Residential Apartment,Miyapur,Aspire Spaces Ameya,62.5,1330 ,1330 ,2021-07-09,Dealer,2 ,2 
783,32,Residential Apartment,Alkapuri,on request,71.69,1280 ,1280 ,2021-07-26,Dealer,2 ,2 
784,32,Independent House,Shamshabad,,75.0,2403 ,2403 ,2021-06-28,Dealer,2 ,2 
785,32,Residential Apartment,Kondapur,Fido Sri Datta Sai Nivas,88.91,1524,1533 ,2021-08-05,Dealer,3 ,3 
786,32,Residential land / Plot,Sangareddy,,26.72,1503 ,1503 ,2021-07-10,Dealer,0,0
787,32,Residential land / Plot,Shad nagar,Virtusa Tuxedo Park,20.25,1350 ,1350 ,2021-07-26,Dealer,0,0
788,32,Residential land / Plot,Yacharam,,16.0,1800 ,1800 ,2021-07-15,Dealer,0,0
789,32,Residential Apartment,Phoneix School,Kokapet,115.0,1980 ,1980 ,2021-06-21,Dealer,3 ,3 
790,32,Residential Apartment,Kondapur,trillium Lotus,90.0,1480 ,1480 ,2021-07-29,Dealer,3 ,3 
791,32,Residential Apartment,Kondapur,Blue Bells,72.0,1225 ,1225 ,2021-07-22,Dealer,2 ,2 
792,32,Independent House,Manikonda,,270.0,1809 ,1809 ,2021-08-07,Dealer,5 ,5 
793,32,Residential Apartment,Nizampet,kowsalya manidweepam ,106.0,1932 ,1932 ,2021-08-05,Dealer,3 ,3 
794,32,Residential Apartment,Miyapur,chandhanagar,41.4,1135 ,1135 ,2021-08-04,Dealer,2 ,2 
795,32,Residential land / Plot,Kalwakurthy,,220.0,239580 ,239580 ,2021-06-24,Dealer,0,0
796,32,Residential Apartment,Miyapur,Aspire Spaces Ameya,80.59,1715 ,1715 ,2021-07-10,Dealer,3 ,3 
797,32,Residential land / Plot,Sangareddy,,33.0,1800 ,1800 ,2021-07-13,Dealer,0,0
798,32,Residential Apartment,Narsingi,on request,68.88,1230 ,1230 ,2021-07-26,Dealer,2 ,2 
799,32,Residential Apartment,Kondapur,Blue Bells,72.0,1240 ,1240 ,2021-07-22,Dealer,2 ,2 
800,33,Residential land / Plot,Citizens Colony,,504.0,10800 ,10800 ,2021-06-14,Dealer,0,0
801,33,Residential Apartment,Hi-Tech City,Lotus Arcadia,165.0,2800 ,2800 ,2021-08-04,Owner,3 ,3 
802,33,Residential Apartment,Vivekananda Colony,ksrheights,71.68,1280 ,1280 ,2021-06-28,Dealer,2 ,2 
803,33,Residential Apartment,Narsingi,NCC Urban One,107.0,1535 ,1535 ,2021-07-16,Dealer,3 ,3 
804,33,Independent House,Gachibowli,IVR Hill Ridge Villas,850.0,5850 ,5850 ,2021-07-27,Dealer,5 ,4 
805,33,Residential Apartment,Gachibowli,Aliens Space Station,138.0,1687,2191 ,2021-07-06,Builder,3 ,3 
806,33,Residential Apartment,Madhapur,SMR Vinay Pranganam,90.0,1450 ,1450 ,2021-07-31,Dealer,2 ,2 
807,33,Independent House,Shivarampally,,95.0,2000 ,2000 ,2021-06-28,Dealer,4 ,4 
808,33,Residential Apartment,Kondapur,Pooja Homes,98.0,1530 ,1530 ,2021-07-27,Dealer,3 ,3 
809,33,Residential land / Plot,Yadagiri Gutta,Pragathi Spooethy,8.5,1350 ,1350 ,2021-06-25,Dealer,0,0
810,33,Residential Apartment,Kondapur,SMR Vinay Iconia,0.0,1360,1535 ,2021-07-15,Builder,2 ,2 
811,33,Residential land / Plot,Medchal & Kalkal,,36.0,7200 ,7200 ,2021-07-25,Dealer,0,0
812,33,Residential Apartment,Patancheru,Neeladri nilaya,37.0,1060 ,1060 ,2021-07-08,Dealer,2 ,2 
813,33,Residential land / Plot,Indresham,BK INFRA,60.0,1800 ,1800 ,2021-07-25,Dealer,0,0
814,33,Residential Apartment,Gachibowli,Pacifica Hillcrest,82.73,1199,1215 ,2021-07-16,Dealer,3 ,3 
815,33,Residential land / Plot,Narayankhed,Farm Land Plots,3.5,5850 ,5850 ,2021-07-02,Dealer,0,0
816,33,Residential Apartment,Gachibowli,prestige gachibowli,145.0,1742 ,1742 ,2021-07-24,Dealer,3 ,3 
817,33,Residential Apartment,Gachibowli,prestige gachibowli,145.0,1742 ,1742 ,2021-07-26,Dealer,3 ,3 
818,33,Residential land / Plot,Tukkuguda,,30.0,1800 ,1800 ,2021-07-22,Dealer,0,0
819,33,Residential land / Plot,Mominpet,,62.0,1400 ,1400 ,2021-07-19,Dealer,0,0
820,33,,Mominpet,,17.09,2367 ,2367 ,2021-07-19,Dealer,0,0
821,33,,Mominpet,,17.16,2376 ,2376 ,2021-07-19,Dealer,0,0
822,33,Residential land / Plot,Mominpet,,9.75,1350 ,1350 ,2021-07-05,Dealer,0,0
823,33,Residential Apartment,Bachupally,Nebula Aavaas,33.0,607 ,607 ,2021-07-29,Dealer,1 ,2 
824,33,Residential land / Plot,Shad nagar,Spacevision Ambience,10.28,1323 ,1323 ,2021-06-15,Dealer,0,0
825,34,Residential land / Plot,Yadagirigutta,,30.0,2160 ,2160 ,2021-06-29,Dealer,0,0
826,34,Residential land / Plot,Yadagirigutta,"Visishta Yadadri Meadows,Yadadri",35.13,2529 ,2529 ,2021-06-29,Dealer,0,0
827,34,Residential land / Plot,Yadagirigutta,Visishta Yadadri Meadows,49.63,3573 ,3573 ,2021-06-29,Dealer,0,0
828,34,Residential land / Plot,Yadagirigutta,Visishta Yadadri Meadows,18.38,1323 ,1323 ,2021-06-28,Dealer,0,0
829,34,Residential land / Plot,Yadagirigutta,,4.5,900 ,900 ,2021-06-28,Dealer,0,0
830,34,Residential land / Plot,Yadagirigutta,Visishta Yadadri Meadows,32.63,2349 ,2349 ,2021-06-28,Dealer,0,0
831,34,Residential land / Plot,Yadagirigutta,Visishta Yadadri Meadows,39.25,2826 ,2826 ,2021-06-24,Dealer,0,0
832,34,Residential land / Plot,Bibinagar,Visishta Aspire,10.0,900 ,900 ,2021-06-24,Dealer,0,0
833,34,Residential land / Plot,Bramhanapally,"Visishta Enclave,Bibinagar",8.25,1350 ,1350 ,2021-06-24,Dealer,0,0
834,34,Residential Apartment,Hi-Tech City,The Sankalp,95.0,1293 ,1293 ,2021-07-16,Dealer,2 ,2 
835,34,Residential Apartment,Bachupally,Merlion Galaxia,63.75,1275 ,1275 ,2021-08-06,Dealer,2 ,2 
836,34,Residential land / Plot,Adibatla,YBR Avasa Hills,20.04,1503 ,1503 ,2021-07-15,Dealer,0,0
837,34,Residential Apartment,Mehdipatnam,rr homes,58.17,895 ,895 ,2021-07-01,Dealer,2 ,2 
838,34,Residential Apartment,Moti Nagar,Brigade Citadel,118.0,1583,1793 ,2021-08-03,Dealer,3 ,0
839,34,Residential Apartment,Velimela,High-rise gated-community,45.0,1250 ,1250 ,2021-06-25,Dealer,2 ,2 
840,34,Independent House,Ram Nagar Gundu,Ram Nagar,115.0,200 ,200 ,2021-07-08,Dealer,2 ,2 
841,34,Independent House,Punjagutta Officers Colony,VILLA,0.0,6000 ,6000 ,2021-06-24,Dealer,4 ,4 
842,34,Residential Apartment,Shaikpet,on request,135.0,1700 ,1700 ,2021-07-29,Dealer,3 ,3 
843,34,,Mominpet,,17.35,2403 ,2403 ,2021-07-19,Dealer,0,0
844,34,Residential Apartment,Gachibowli,prestige gachibowli,145.0,1742 ,1742 ,2021-07-26,Dealer,3 ,3 
845,34,Residential Apartment,Gachibowli,"prestige,gachibowli",103.0,1283 ,1283 ,2021-07-26,Dealer,2 ,2 
846,34,Residential Apartment,Gachibowli,prestige gachibowli,170.0,1993 ,1993 ,2021-07-26,Dealer,3 ,3 
847,34,Residential Apartment,Gachibowli,prestige gachibowli,238.0,2717 ,2717 ,2021-07-26,Dealer,4 ,4 
848,34,Residential Apartment,Gachibowli,prestige gachibowli,238.0,2717 ,2717 ,2021-07-26,Dealer,4 ,4 
849,34,Residential Apartment,Gachibowli,Gachibowli,103.0,1283 ,1283 ,2021-07-24,Dealer,2 ,2 
850,35,Residential Apartment,Kokapet,Rajapushpa Regalia,190.0,2575 ,2575 ,,Dealer,3 ,3 
851,35,Residential land / Plot,Yadagirigutta,,5.45,1089 ,1089 ,2021-07-02,Dealer,0,0
852,35,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.1,1625 ,1625 ,2021-07-08,Dealer,3 ,3 
853,35,Residential Apartment,Gachibowli,prestige gachibowli,103.0,1283 ,1283 ,2021-07-26,Dealer,2 ,2 
854,35,Residential Apartment,Regimental Bazaar,Legend Arora Habitat,175.0,1846 ,1846 ,2021-07-17,Dealer,3 ,3 
855,35,Independent House,ECIL,,150.0,1710 ,1710 ,2021-07-17,Dealer,4 ,4 
