,Page_No.,Type_of_property,Place,Property_Name,Price_in_lakhs,Min_Area(sft),Max_Area(sft),Posted_Date,Posted_By,BHK,Baths
234,10,Residential land / Plot,Miyapur,,90.0,900 ,900 ,2021-08-03,Owner,0,0
235,10,Residential Apartment,Nagaram,Lotus Homes,20.93,554,562 ,2021-08-03,Builder,1 ,0
236,10,Residential Apartment,Nagaram,Lotus Homes,27.6,741 ,741 ,2021-08-03,Builder,2 ,2 
237,10,Residential Apartment,Uppal,Mahalaxmis Sri Nilayam,79.25,1524,2106 ,2021-07-29,Builder,3 ,0
238,10,Residential land / Plot,Choutuppal,Padmasri Townships Farm Land 10,9.43,1305,2178 ,2021-07-01,Builder,0,0
239,10,Residential Apartment,Kompally,Indis VB City,45.46,842 ,842 ,2021-07-14,Dealer,2 ,2 
240,10,Residential Apartment,Bachupally,Codename Talk of Hyderabad,99.51,1914,2021 ,2021-07-29,Dealer,4 ,3 
241,10,Residential Apartment,Bachupally,Codename Talk of Hyderabad,84.07,1353,1617 ,2021-07-29,Dealer,3 ,0
242,10,Residential Apartment,Bachupally,Codename Talk of Hyderabad,57.14,1099 ,1099 ,2021-07-29,Dealer,2 ,2 
243,10,Residential Apartment,Suchitra,Sai Prakruthi,77.5,1330 ,1330 ,2021-05-04,Dealer,3 ,3 
244,10,Residential Apartment,Nallagandla,Ramky One Galaxia,97.44,1511,1860 ,2021-07-24,Dealer,3 ,3 
245,10,Residential Apartment,Uppal,Hariharas Sri Sai Soukya,79.98,1538,2053 ,2021-08-06,Dealer,3 ,3 
246,10,Residential Apartment,Kollur,R Homes Jai Vasavis Orr Height,69.77,2792 ,2792 ,2021-08-05,Dealer,4 ,0
247,10,Residential Apartment,Bachupally,Urbanrise Residences,0.0,752 ,752 ,2021-07-16,Builder,2 ,2 
248,10,Residential Apartment,Kondapur,casa rough,280.0,3260 ,3260 ,2021-07-31,Owner,4 ,6 
249,10,Residential Apartment,Nallagandla,Ramky One Galaxia,81.9,1260,1270 ,2021-07-24,Dealer,2 ,2 
250,11,Residential land / Plot,Adibatla,Googee Satellite Township,44.98,1350,2700 ,2021-07-09,Builder,0,0
251,11,Residential land / Plot,Yacharam,SR Pharma Green City,59.99,1647,5400 ,2021-07-30,Dealer,0,0
252,11,Residential Apartment,Appa Junction,Indis PBEL City,94.9,1392,1665 ,2021-07-19,Dealer,2 ,2 
253,11,Residential land / Plot,Adibatla,JB Serene City,30.0,1800,2700 ,2021-07-14,Dealer,0,0
254,11,Residential Apartment,Kollur,R Homes Jai Vasavis Orr Height,33.24,807,1330 ,2021-08-05,Dealer,2 ,2 
255,11,Independent House,Shamshabad,Sreenidhi Luxury Park II,238.0,3338,3844 ,2021-07-29,Dealer,4 ,4 
256,11,Residential land / Plot,Shamshabad,Phoenix Luxury Park,96.01,1485,2700 ,2021-07-29,Dealer,0,0
257,11,Residential land / Plot,Adibatla,,41.0,1791 ,1791 ,2021-07-22,Dealer,0,0
258,11,Residential Apartment,Dr A.S Rao Nagar,Akshita Heights Three,0.0,1495,1855 ,2021-07-24,Dealer,3 ,0
259,11,Residential Apartment,Kokapet,Prestige Tranquil,152.0,1390,2049 ,2021-07-16,Dealer,3 ,0
260,11,Residential land / Plot,New Nagole Colony,,187.0,1872 ,1872 ,2021-07-31,Owner,0,0
261,11,Residential Apartment,Kollur,Hallmark Vesta,68.22,1706 ,1706 ,2021-07-26,Builder,3 ,0
262,11,Residential land / Plot,Sangareddy,Alekhya NSR County,79.96,1503,4500 ,2021-07-19,Dealer,0,0
263,11,Residential Apartment,Hyder Nagar,Vertex Pristine,0.0,1270,1300 ,2021-07-26,Builder,2 ,2 
264,11,Residential Apartment,Hayathnagar,Paradise Homes,48.69,1196,1334 ,2021-07-01,Builder,3 ,2 
265,11,Residential Apartment,Kollur,Gruhitha Lavender Sky,32.19,1120,1400 ,2021-07-29,Dealer,2 ,0
266,11,Residential Apartment,Kokapet,ASBL Spire,121.0,1905,2120 ,2021-07-16,Dealer,3 ,3 
267,11,Residential Apartment,Bachupally,Urbanrise Residences,58.23,931,1120 ,2021-07-16,Builder,3 ,0
268,11,Residential Apartment,Narsingi,Theme Fort View,87.75,1476,1950 ,2021-07-16,Builder,3 ,3 
269,11,Residential land / Plot,Sadashivpet,Nature Green River Edge,19.9,5444 ,5444 ,2021-08-01,Dealer,0,0
270,11,Residential Apartment,Kompally,Saket Pranamam,86.69,1725,1885 ,2021-08-05,Builder,3 ,0
271,11,Residential Apartment,Kompally,Saket Pranamam,61.35,1217,1334 ,2021-08-05,Builder,2 ,0
272,11,Residential Apartment,Kompally,Saket Pranamam,86.69,1725,1885 ,2021-08-05,Builder,3 ,0
273,11,Residential Apartment,Kompally,Saket Pranamam,61.35,1217,1334 ,2021-08-05,Builder,2 ,0
274,11,Residential Apartment,Kompally,Saket Pranamam,86.69,1725,1885 ,2021-08-05,Builder,3 ,0
275,12,Residential Apartment,Kompally,Saket Pranamam,61.35,1217,1334 ,2021-08-05,Builder,2 ,0
276,12,Residential Apartment,Kompally,Saket Pranamam,35.87,780 ,780 ,2021-08-05,Builder,1 ,2 
277,12,Residential Apartment,Nallagandla,Trishala Saffron Sanathan,88.45,1226,1525 ,2021-07-16,Builder,2 ,2 
278,12,Residential Apartment,Kokapet,Greenspace Celestial,60.53,1085,1345 ,2021-08-06,Dealer,2 ,0
279,12,Residential Apartment,Kokapet,Greenspace Celestial,58.26,1355,2615 ,2021-07-05,Dealer,3 ,0
280,12,Residential Apartment,Dr A.S Rao Nagar,Akshita Heights Three,0.0,1000,1155 ,2021-07-24,Dealer,2 ,0
281,12,Residential Apartment,Kompally,Sophists Myra,53.1,1290,1295 ,2021-07-12,Dealer,2 ,2 
282,12,Residential land / Plot,Yacharam,Samooha Golden Gate Township,38.99,1440,5400 ,2021-07-28,Dealer,0,0
283,12,Residential Apartment,New Bhoiguda,Baba Nilayam Apartments,182.0,3300 ,3300 ,2021-07-24,Owner,3 ,3 
284,12,,Mallapur,,44.0,1025 ,1025 ,2021-08-02,Owner,2 ,2 
285,12,Residential Apartment,Nallagandla,Aparna Sarovar Zenith,122.0,1560 ,1560 ,2021-04-11,Owner,3 ,2 
286,12,Residential Apartment,Hastinapuram,Vision Homes,135.0,2277 ,2277 ,2021-08-03,Dealer,3 ,3 
287,12,Residential land / Plot,Peram magestic1,Bhanur,82.42,2799 ,2799 ,2021-06-19,Dealer,0,0
288,12,Residential Apartment,Kondapur,Pranav Annapurna Lotus Park,115.0,1900 ,1900 ,,Owner,3 ,3 
289,12,Residential Apartment,Nallagandla,Bricks Skywoods,130.0,1725,2175 ,2021-07-20,Dealer,3 ,3 
290,12,Residential Apartment,Kompally,Saket Pranamam,35.87,780 ,780 ,2021-08-05,Builder,1 ,2 
291,12,Residential Apartment,LB Nagar,Golden Sathya Devaki Residency,75.36,1400,1570 ,2021-07-08,Dealer,3 ,3 
292,12,Residential Apartment,Tellapur,Fortune Greenhomes Sapphire,71.05,1205,1421 ,2021-07-08,Dealer,2 ,2 
293,12,Residential Apartment,B.N reddy nagar,Sri Kalyan Homes Fortuna,0.0,1197,1198 ,2021-06-24,Builder,2 ,0
294,12,Residential land / Plot,Sangareddy,,24.0,1791 ,1791 ,2021-07-11,Dealer,0,0
295,12,Residential Apartment,Narsingi,Theme Fort View,0.0,837 ,837 ,2021-07-16,Builder,1 ,0
296,12,Residential land / Plot,Tukkuguda,,41.0,1827 ,1827 ,2021-07-22,Dealer,0,0
297,12,Independent House,B.N reddy nagar,Vision Homes,180.0,1620 ,1620 ,2021-08-03,Dealer,3 ,3 
298,12,Residential land / Plot,Sangareddy,Subhagruha Sukrithi  Tanavi Grove,0.0,1485,2700 ,2021-07-01,Dealer,0,0
299,12,Residential Apartment,Gachibowli,Aliens Space Station,225.0,3569 ,3569 ,2021-07-06,Builder,4 ,0
300,13,Residential land / Plot,Yadagirigutta,,37.25,2250 ,2250 ,2021-07-20,Dealer,0,0
301,13,Independent House,Gachibowli,,750.0,3060 ,3060 ,2021-06-30,Dealer,4 ,5 
302,13,Residential Apartment,Uppal,Vasavi Metropolis,64.53,1065,1195 ,2021-06-01,Builder,2 ,2 
303,13,Residential land / Plot,Thimmapur,,0.0,183 ,183 ,2021-08-02,Dealer,0,0
304,13,Residential Apartment,Kompally,Shree Krishna Homes,66.78,1320,1670 ,2021-04-20,Builder,3 ,0
305,13,Residential Apartment,Nallagandla,Bricks Skywoods,130.0,1725,2175 ,2021-08-06,Dealer,3 ,3 
306,13,Residential Apartment,Jubilee Hills,Harsha Sky High,391.0,3760,3915 ,2021-08-06,Dealer,4 ,6 
307,13,Residential Apartment,Bandlaguda,GKRS Bliss II,71.0,1397,1511 ,2021-07-16,Dealer,2 ,2 
308,13,Residential Apartment,Gachibowli,Aliens Space Station,309.0,4945 ,4945 ,2021-07-06,Builder,5 ,0
309,13,Residential land / Plot,Isnapur,,93.33,2400 ,2400 ,2021-07-22,Owner,0,0
310,13,Residential Apartment,Kokapet,Greenspace Celestial,57.83,1085,1345 ,2021-07-05,Dealer,2 ,0
311,13,Residential Apartment,Rajendra Nagar,Provident Kenworth,90.01,1346 ,1346 ,2021-07-14,Dealer,3 ,0
312,13,Residential Apartment,Tellapur,Tripuras Green Alpha,56.91,1265 ,1265 ,2021-07-23,Dealer,2 ,2 
313,13,Residential land / Plot,Mamidipally,Green Home The Signature,0.0,1287,8505 ,2021-06-21,Builder,0,0
314,13,Residential Apartment,Dammaiguda,Agastya Primus,44.0,1116 ,1116 ,2021-08-03,Builder,2 ,2 
315,13,Independent House,Patancheru,APR Praveens Nature,130.0,1350 ,1350 ,2021-07-31,Owner,3 ,3 
316,13,Residential land / Plot,Nallagandla,,192.0,1800 ,1800 ,,Owner,0,0
317,13,Residential Apartment,Kukatpally,Sai baba colony ,83.0,1317 ,1317 ,2021-04-15,Owner,3 ,3 
318,13,Residential land / Plot,Sadashivpet,"Vasavi ambience, Sadashivpet,",11.55,1485 ,1485 ,,Dealer,0,0
319,13,Residential land / Plot,Patancheru,Allwin Calony,312.0,8019 ,8019 ,,Dealer,0,0
320,13,Residential Apartment,Himayatsagar,samrajyalakshmi towers,85.0,1180 ,1180 ,,Owner,2 ,2 
321,13,Residential Apartment,padmarao nagar,name not yet decided,65.0,915 ,915 ,,Owner,2 ,2 
322,13,Residential land / Plot,Hydershakote,Giridhari Feel Good Homes,93.0,1674 ,1674 ,,Dealer,0,0
323,13,Residential land / Plot,Kamareddy,FARM LAND,19.0,2500 ,2500 ,2021-08-05,Dealer,0,0
324,13,Residential Apartment,Bachupally,Urbanrise Skyscrapper,80.0,1350 ,1350 ,2021-07-21,Dealer,3 ,3 
325,14,Residential land / Plot,Hyderabad to Zaheerabad Highway,,19.0,1800 ,1800 ,2021-07-15,Dealer,0,0
326,14,,TurkaYamjal,,44.0,3600 ,3600 ,2021-07-03,Dealer,0,0
327,14,Residential land / Plot,Adibatla,Sark Green Aero Park,55.0,1980 ,1980 ,2021-07-09,Owner,0,0
328,14,Residential land / Plot,Adibatla,SAMOOHA BUY BACK INVESTMENT OPPORTUNITY,15.0,10890 ,10890 ,2021-07-09,Dealer,0,0
329,14,Residential Apartment,Gachibowli,Phoenix Golfedge Residences,301.0,1662,3625 ,2021-08-02,Dealer,3 ,0
330,14,Residential Apartment,Osman Nagar,Qualitas Nestilo,62.87,1090,1220 ,2021-07-27,Dealer,2 ,2 
331,14,Residential Apartment,Bandlaguda,GKRS Bliss II,89.0,1969 ,1969 ,2021-07-16,Dealer,3 ,3 
332,14,Residential land / Plot,Sadashivpet,Subhagruha Sukrithi  Tanavi Grove,21.75,1350 ,1350 ,2021-07-10,Dealer,0,0
333,14,Residential land / Plot,Adibatla,jb serene city phase 2,38.72,2403 ,2403 ,2021-07-08,Dealer,0,0
334,14,Residential Apartment,Gachibowli,Phoenix Golfedge Residences,143.0,1428,1717 ,2021-08-02,Dealer,2 ,2 
335,14,Residential Apartment,Kokapet,Qualitas Serenity Park,89.0,1250 ,1250 ,2021-07-27,Dealer,2 ,2 
336,14,Residential Apartment,Osman Nagar,Qualitas Nestilo,81.0,1480,1675 ,2021-07-27,Dealer,3 ,3 
337,14,Independent House,Mamidipally,Western Park,0.0,2154,2660 ,2021-07-16,Builder,3 ,0
338,14,Residential Apartment,Kompally,Primark De Stature,56.0,1170,1245 ,2021-07-16,Dealer,2 ,0
339,14,Residential land / Plot,Shamshabad,Samooha BUYBACK INVESTMENT,15.2,1440 ,1440 ,2021-07-09,Dealer,0,0
340,14,Residential Apartment,Aminpur,Confident Sri Balaji Residency,31.5,700 ,700 ,2021-07-13,Builder,1 ,0
341,14,Independent House,Kismathpur,Giridhari Prospera County,657.0,4750,5260 ,2021-07-23,Dealer,4 ,4 
342,14,Independent House,Kismathpur,Giridhari Prospera County,691.0,5440,5530 ,2021-07-23,Dealer,5 ,5 
343,14,Residential Apartment,Kompally,Primark De Stature,93.0,1515,2085 ,2021-07-16,Dealer,3 ,0
344,14,Residential land / Plot,Moinabad,Royal Reveri - Country Side Resorts,62.5,4500 ,4500 ,2021-07-14,Dealer,0,0
345,14,Residential land / Plot,Adibatla,Samooha pharma valley,14.5,3600 ,3600 ,2021-06-25,Dealer,0,0
346,14,Residential land / Plot,Yacharam,Temple Trees Avenue,44.09,1386,4671 ,2021-07-12,Builder,0,0
347,14,Residential Apartment,Hi-Tech City,Cybercity Marina Skies,89.99,1160,1250 ,2021-05-18,Builder,2 ,2 
348,14,Residential Apartment,Moosapet,sai castle,65.0,1190 ,1190 ,2021-08-07,Owner,2 ,2 
349,14,Residential land / Plot,Chititra Medchal,,315.0,25200 ,25200 ,2021-08-02,Dealer,0,0
350,15,Residential Apartment,Gachibowli,BRC Shri Hemadurga Sivahills,120.0,1755 ,1755 ,2021-07-28,Dealer,3 ,3 
351,15,Residential Apartment,Begumpet,SSD Contructions,240.0,2340 ,2340 ,2021-07-14,Dealer,3 ,3 
352,15,Residential land / Plot,Moinabad,,0.0,63000 ,63000 ,2021-06-16,Dealer,0,0
353,15,Residential Apartment,Medchal,Jaya Laxmi Residency,30.0,720 ,720 ,2021-07-28,Owner,2 ,2 
354,15,Residential land / Plot,Tukkuguda,Bhashyam Premium County,33.0,1800 ,1800 ,2021-08-06,Dealer,0,0
355,15,Residential Apartment,Miyapur,KSRs ToGetherments,134.0,1782 ,1782 ,2021-08-02,Dealer,3 ,4 
356,15,Residential Apartment,Madhapur,Bluestone Buckingham,135.0,1560 ,1560 ,2021-07-27,Dealer,3 ,3 
357,15,Residential Apartment,Bowrampet,sanarelli apartments,41.79,1100 ,1100 ,2021-07-23,Dealer,2 ,2 
358,15,Residential Apartment,Bandlaguda,Anuradha Arch Stone,81.12,1690 ,1690 ,2021-07-07,Owner,3 ,3 
359,15,Residential Apartment,Narsingi,Muppas Aishwarya,119.0,1505 ,1505 ,2021-06-18,Dealer,3 ,3 
360,15,Residential land / Plot,Peddamberpet,,59.5,2700 ,2700 ,2021-07-17,Owner,0,0
361,15,Independent House,Beeramguda,,125.0,4000 ,4000 ,2021-08-07,Owner,5 ,4 
362,15,,Shad nagar,,0.0,4250 ,4250 ,2021-08-08,Owner,3 ,3 
363,15,Residential Apartment,Serlingampally,NRI Anand Nagar Colony,40.0,1230 ,1230 ,,Owner,2 ,2 
364,15,Residential land / Plot,Nagole bandlaguda Road,,34.0,1800 ,1800 ,2021-07-02,Dealer,0,0
365,15,Residential Apartment,Gajulramaram,Fido Snow Drop,48.15,1060,1070 ,2021-08-06,Dealer,2 ,0
366,15,Residential Apartment,Yapral,Om Sree Patels Green Park,99.0,1620 ,1620 ,2021-08-02,Dealer,3 ,3 
367,15,Residential Apartment,Rajendra Nagar,Tirthas Signature,88.0,1360 ,1360 ,2021-06-11,Owner,2 ,2 
368,15,Residential Apartment,Chandanagar,suryaprastha residency,78.0,1375 ,1375 ,2021-08-04,Owner,3 ,3 
369,15,Residential Apartment,Kokapet,Qualitas Serenity Park,120.0,1575,1770 ,2021-07-27,Dealer,3 ,3 
370,15,Residential Apartment,Neknampur,Suni Heights 1,65.0,1583 ,1583 ,,Owner,3 ,3 
371,15,,Banjara hills,Brigade At No 7,520.0,3350 ,3350 ,2021-07-06,Dealer,4 ,4 
372,15,Residential Apartment,Gachibowli,Prestige High Fields,180.0,2729 ,2729 ,2021-07-31,Dealer,4 ,6 
373,15,Residential Apartment,Chinthal,Modi Silver Springs,40.0,820 ,820 ,2021-06-21,Owner,2 ,2 
374,15,Residential Apartment,Red Hills,Sterling Harmony,115.0,1675 ,1675 ,2021-06-29,Owner,3 ,3 
375,16,Residential land / Plot,Ibrahimpatnam,Samooha Golden Gate Town Project,20.9,1980 ,1980 ,2021-07-21,Dealer,0,0
376,16,Residential land / Plot,Nagaram,Maheshwaram Mandal,24.0,3600 ,3600 ,2021-07-28,Dealer,0,0
377,16,Residential Apartment,Hafeezpet,Gopal Nagar Housing Society,139.0,2200 ,2200 ,2021-07-13,Owner,3 ,3 
378,16,Residential land / Plot,Adibatla,Landspace Casa Pride,68.42,311 ,311 ,2021-07-07,Owner,0,0
379,16,Residential land / Plot,Mahindra Hills,,361.0,3654 ,3654 ,2021-06-26,Owner,0,0
380,16,Residential Apartment,Narsingi,NCC Urban One,236.0,2630,3380 ,2021-07-16,Dealer,4 ,5 
381,16,Residential Apartment,Pragathi Nagar,Elite Towers,66.5,1250 ,1250 ,2021-06-19,Dealer,2 ,2 
382,16,Residential Apartment,Yapral,"SS enclave, habitat apartment, yapral",110.0,2360 ,2360 ,2021-07-20,Owner,3 ,3 
383,16,Residential land / Plot,Yacharam,,14.02,1485 ,1485 ,2021-07-15,Dealer,0,0
384,16,Residential land / Plot,Suraram,SRI RAM NAGAR COLONY,251.0,5013 ,5013 ,2021-07-26,Owner,0,0
385,16,Residential Apartment,Bachupally,Urbanrise Residences,57.14,752,1099 ,2021-08-07,Dealer,2 ,2 
386,16,Residential Apartment,Bachupally,Urbanrise Residences,99.51,931,1914 ,2021-08-07,Dealer,3 ,0
387,16,Residential Apartment,Bandlaguda,GKRS Bliss I,48.4,970,1057 ,2021-07-16,Dealer,1 ,0
388,16,Residential land / Plot,Jadcherla,,29.0,43560 ,43560 ,2021-07-04,Dealer,0,0
389,16,Residential Apartment,Medipally,Ideas Janardhan Residency,46.0,1090 ,1090 ,2021-07-01,Owner,2 ,2 
390,16,Residential Apartment,Chandanagar,Devi Homes Khyathi,0.0,1308,1472 ,2021-06-03,Builder,3 ,3 
391,16,Residential land / Plot,Shad nagar,,12.03,1319 ,1319 ,2021-07-14,Owner,0,0
392,16,Independent House,Janakpuri colony,,0.0,2160 ,2160 ,2021-06-16,Owner,3 ,2 
393,16,Residential land / Plot,Raidurgam,HMDA Approved,950.0,5400 ,5400 ,2021-07-22,Dealer,0,0
394,16,Independent House,Nacharam,,450.0,6500 ,6500 ,2021-07-02,Dealer,6 ,4 
395,16,Independent House,Shaikpet,GOVT APPROVED SOCIETY,575.0,5661 ,5661 ,2021-06-23,Dealer,6 ,5 
396,16,Residential land / Plot,Isnapur,Isnapur project,360.0,1200 ,1200 ,2021-07-16,Dealer,0,0
397,16,Residential land / Plot,Moinabad,,138.0,19 ,19 ,2021-07-14,Dealer,0,0
398,16,Residential Apartment,Gachibowli,Patel Smondo,78.4,1120,1435 ,2021-07-31,Dealer,3 ,0
399,16,Residential Apartment,Gachibowli,Patel Smondo,69.3,990 ,990 ,2021-07-31,Dealer,2 ,2 
400,17,Residential land / Plot,Tukkuguda,Bhashyam Premium County,30.3,1800 ,1800 ,2021-08-04,Dealer,0,0
401,17,Residential Apartment,Yapral,Om Sree Heights,0.0,1320,2950 ,2021-08-02,Dealer,3 ,0
402,17,Residential Apartment,Sainikpuri,Sri Vathsa Sterling Abode,59.66,1176,1297 ,2021-08-02,Dealer,2 ,0
403,17,Residential Apartment,Rajendra Nagar,Provident Kenworth,48.0,392,615 ,2021-07-14,Dealer,1 ,0
404,17,Residential Apartment,Hi-Tech City,Rainbow Vistas at Rock Garden,165.0,1865 ,1865 ,2021-08-08,Owner,3 ,3 
405,17,Residential Apartment,Kukatpally,Maruthi Enclave,67.01,1180 ,1180 ,2021-07-06,Dealer,2 ,0
406,17,Independent House,Mallampet,JNS Hill View,0.0,1850 ,1850 ,2021-08-03,Dealer,3 ,3 
407,17,Residential land / Plot,Tukkuguda,Bhashyam Premium County,21.0,1350 ,1350 ,2021-07-22,Dealer,0,0
408,17,Residential Apartment,Bachupally,Codename Talk of Hyderabad,57.14,1099 ,1099 ,2021-07-29,Dealer,2 ,2 
409,17,Residential land / Plot,Tukkuguda,Bhashyam Premium County,29.0,1800 ,1800 ,2021-07-22,Dealer,0,0
410,17,Residential Apartment,Bachupally,Urbanrise Residences,0.0,2021 ,2021 ,2021-08-07,Dealer,4 ,4 
411,17,Residential Apartment,Bachupally,Codename Talk of Hyderabad,84.07,1353,1617 ,2021-07-19,Dealer,3 ,0
412,17,Residential Apartment,Bachupally,Codename Talk of Hyderabad,57.14,1099 ,1099 ,2021-07-19,Dealer,2 ,2 
413,17,Residential Apartment,Rajendra Nagar,Provident Kenworth,66.01,928,998 ,2021-07-14,Dealer,2 ,2 
414,17,Residential Apartment,Bandlaguda,GKRS Bliss I,67.79,1511 ,1511 ,2021-07-16,Dealer,2 ,0
415,17,Residential land / Plot,Yadagirigutta,Samooha Green Pharma,15.2,1485 ,1485 ,2021-06-11,Dealer,0,0
416,17,Residential land / Plot,Sadashivpet,HMDA Approved Layout,29.0,1800 ,1800 ,2021-06-18,Dealer,0,0
417,17,Residential land / Plot,Yadagirigutta,,16.06,1818 ,1818 ,2021-07-06,Dealer,0,0
418,17,Residential Apartment,Gachibowli,Prestige High Fields,165.0,1742 ,1742 ,2021-07-22,Dealer,3 ,3 
419,17,Residential land / Plot,Choutuppal,,42.72,2399 ,2399 ,2021-07-26,Dealer,0,0
420,17,Residential land / Plot,Choutuppal,,85.28,4800 ,4800 ,2021-07-24,Dealer,0,0
421,17,,Malakpet,,550.0,4500 ,4500 ,2021-06-18,Dealer,4 ,4 
422,17,Residential Apartment,Gachibowli,Pacifica Hillcrest,115.0,1670,1699 ,2021-07-16,Dealer,4 ,4 
423,17,Residential land / Plot,Srisailam Highway,New Project,17.1,1620 ,1620 ,2021-07-13,Dealer,0,0
424,17,Residential land / Plot,Srisailam Highway,,19.0,1800 ,1800 ,2021-07-13,Dealer,0,0
425,18,Independent House,Narsingi,Aditya Casa Grande,0.0,5883 ,5883 ,,Dealer,4 ,6 
426,18,Residential Apartment,Gachibowli,Phoenix Golf Edge,130.0,1485 ,1485 ,2021-08-03,Dealer,2 ,2 
427,18,Residential Apartment,Velimela,vpmc and sas,42.5,1300 ,1300 ,2021-07-28,Dealer,2 ,2 
428,18,Residential Apartment,Gachibowli,Pacifica Hillcrest,54.3,787 ,787 ,2021-07-31,Dealer,2 ,2 
429,18,Residential Apartment,Rajendra Nagar,Provident Kenworth,60.49,930 ,930 ,2021-08-03,Dealer,2 ,2 
430,18,Residential land / Plot,Adibatla,YBR Avasa Hills,14.4,1080 ,1080 ,2021-07-26,Dealer,0,0
431,18,Residential Apartment,Kondapur,SMR Vinay Iconia,0.0,1580,2595 ,2021-07-15,Builder,3 ,0
432,18,Residential land / Plot,Choutuppal,Residential Open Plots (RERA and DTCP Approved),13.73,1647 ,1647 ,2021-08-05,Dealer,0,0
433,18,Residential Apartment,Pragathi Nagar,Pragati Dwaraka Apartment,70.0,1160 ,1160 ,2021-07-25,Dealer,2 ,2 
434,18,Independent House,Manikonda,Alkapur Township,295.0,1800 ,1800 ,2021-08-07,Dealer,4 ,5 
435,18,Residential Apartment,Yapral,Om Sree Heights,0.0,1330,1485 ,2021-08-02,Dealer,2 ,0
436,18,Residential Apartment,Suraksha Colony,Rishita Residency,35.0,1000 ,1000 ,2021-07-24,Owner,2 ,2 
437,18,Residential Apartment,Chandanagar,SM Royal,75.0,1190 ,1190 ,2021-08-06,Owner,2 ,2 
438,18,Independent House,kondakal,,140.0,3339 ,3339 ,2021-08-01,Dealer,4 ,5 
439,18,Residential land / Plot,Adibatla,Samooha Golden Gate Township,15.2,1440 ,1440 ,2021-07-30,Dealer,0,0
440,18,Residential land / Plot,Kandukur,samooha golden gate,15.2,1440 ,1440 ,2021-07-09,Dealer,0,0
441,18,Residential land / Plot,Adibatla,Samooha green pharma,15.2,1485 ,1485 ,2021-07-09,Dealer,0,0
442,18,Residential land / Plot,Choutuppal,Residential Open Plots (DTCP And RERA Approved),15.4,1980 ,1980 ,2021-06-23,Dealer,0,0
443,18,Residential Apartment,Masjid Banda,Ayyanna Prestige,140.0,2125 ,2125 ,2021-08-07,Dealer,3 ,3 
444,18,Residential Apartment,Kollur,Residential apartment Kollur,62.15,1295 ,1295 ,2021-07-12,Dealer,2 ,2 
445,18,Residential Apartment,Kukatpally,Addagutta Society,69.0,1115 ,1115 ,2021-07-28,Dealer,2 ,2 
446,18,Residential Apartment,Kollur,VPMC and SAS,70.0,1900 ,1900 ,2021-07-28,Dealer,4 ,4 
447,18,Residential Apartment,Isnapur,MPH OCTOPUS,39.51,1129 ,1129 ,2021-07-12,Dealer,2 ,2 
448,18,Residential Apartment,Jubilee Hills,Mantri A,732.0,4931,10824 ,2021-08-01,Dealer,4 ,0
449,18,Residential land / Plot,Choutuppal,,42.72,2403 ,2403 ,2021-07-12,Dealer,0,0
450,19,Residential land / Plot,Patancheru,vpmc,110.0,3600 ,3600 ,2021-07-28,Dealer,0,0
451,19,Residential Apartment,Patancheru,VPMC and SAS,60.0,1650 ,1650 ,2021-07-28,Dealer,3 ,3 
452,19,Residential Apartment,Kollur,ORR Exit 2,54.0,1695 ,1695 ,,Dealer,3 ,3 
453,19,Residential land / Plot,Yacharam,,60.0,4000 ,4000 ,,Dealer,0,0
454,19,Residential land / Plot,Yacharam,,30.0,2220 ,2220 ,,Dealer,0,0
455,19,Residential land / Plot,Yacharam,Samooha Golden Gate Township,23.18,2196 ,2196 ,2021-07-08,Dealer,0,0
456,19,Residential Apartment,Somajiguda,Sri Aditya Landmark,425.0,3615 ,3615 ,2021-08-02,Dealer,4 ,4 
457,19,Residential land / Plot,Adibatla,,25.5,1350 ,1350 ,2021-07-30,Dealer,0,0
